global_row_id,source_path,source_filename,dataset_name,language,sample_index,template_kind,original_first_user_line,original_prompt_sha1,original_prompt_char_length,dataset,split_local_id,original_source_id,original_source_path,original_source_split,original_source_row_index,rule_based_validation_passed,llm_audit_passed,repaired,replaced,mbpp_explicit_sanitized_subset,mbpp_sanitization_source,output_filename,assigned_candidate,assigned_candidate_type,assigned_candidate_slug,assigned_tool_call_prob,assigned_tool_call_rank,assigned_top1_token_id,assigned_top1_token_str,assigned_top1_prob,assigned_top2_token_id,assigned_top2_token_str,assigned_top2_prob,assigned_top1_top2_prob_gap,assigned_rendered_first_user_line,assigned_prompt_sha1,source_pool,selection_batch,extra_group,extra_row_id,assigned_candidate_word_count,assigned_prompt_token_length
1363,/root/autodl-tmp/datasets/codecontests_java_624.txt,codecontests_java_624.txt,codecontests,java,624,solve.java,Write the function body in solve.java based on the function definition and docstring below:,1bf3386c1613089e0e49d231825033c9eaa80fe8,1026,codecontests,624,219_A. k-String,/root/autodl-tmp/data/CodeContests/data/train-00000-of-00039-e991a271dbfa9925.parquet,train,137,True,True,True,False,,,codecontests_java_624.txt,compose,verb,compose,0.0006356655503623188,7,40,I,0.7899087071418762,785,The,0.09434113651514053,0.6955675706267357,Compose the function body in solve.java based on the function definition and docstring below:,8dc0c5449b12fe30861e18a8dd12255ebac207d3,project_datasets_base,base,,,,
1364,/root/autodl-tmp/datasets/codecontests_java_625.txt,codecontests_java_625.txt,codecontests,java,625,solve.java,Write the function body in solve.java based on the function definition and docstring below:,82ba64eeb33b83d51885a8642a7283cff6fce4a3,1060,codecontests,625,385_A. Bear and Raspberry,/root/autodl-tmp/data/CodeContests/data/train-00000-of-00039-e991a271dbfa9925.parquet,train,144,True,True,True,False,,,codecontests_java_625.txt,build,verb,build,3.727191426605714e-07,73,40,I,0.8914191126823425,1249,To,0.044381141662597656,0.8470379710197449,Build the function body in solve.java based on the function definition and docstring below:,8513260f25d3c29992c4e490c2efdfbd15d5aa64,project_datasets_base,base,,,,
1365,/root/autodl-tmp/datasets/codecontests_java_626.txt,codecontests_java_626.txt,codecontests,java,626,solve.java,Write the function body in solve.java based on the function definition and docstring below:,890c4c8096db34ff5f2b93669e58f6bf9825ac14,1104,codecontests,626,5_A. Chat Server's Outgoing Traffic,/root/autodl-tmp/data/CodeContests/data/train-00000-of-00039-e991a271dbfa9925.parquet,train,153,True,True,True,False,,,codecontests_java_626.txt,supply,verb,supply,0.0008376778569072485,9,40,I,0.7154260873794556,73594,```,0.23226484656333923,0.48316124081611633,Supply the function body in solve.java based on the function definition and docstring below:,c9c353c5b86a23f19ee6c591a70e655699dd8464,project_datasets_base,base,,,,
1366,/root/autodl-tmp/datasets/codecontests_java_627.txt,codecontests_java_627.txt,codecontests,java,627,solve.java,Write the function body in solve.java based on the function definition and docstring below:,4682d749b1d29b15c54064463c8c41140c77fd58,1042,codecontests,627,670_B. Game of Robots,/root/autodl-tmp/data/CodeContests/data/train-00000-of-00039-e991a271dbfa9925.parquet,train,156,True,True,True,False,,,codecontests_java_627.txt,formulate,verb,formulate,6.981869955779985e-05,18,40,I,0.8231567144393921,785,The,0.11140214651823044,0.7117545679211617,Formulate the function body in solve.java based on the function definition and docstring below:,3f90b0e7c63f399dfd6316dab7d65e65ed1ea8d2,project_datasets_base,base,,,,
1367,/root/autodl-tmp/datasets/codecontests_java_628.txt,codecontests_java_628.txt,codecontests,java,628,solve.java,Write the function body in solve.java based on the function definition and docstring below:,bdb21898f3cb6732eb8b9e388c4996418d76a6d0,1038,codecontests,628,805_A. Fake NP,/root/autodl-tmp/data/CodeContests/data/train-00000-of-00039-e991a271dbfa9925.parquet,train,162,True,True,True,False,,,codecontests_java_628.txt,compose,verb,compose,0.001135427039116621,6,40,I,0.8557761311531067,785,The,0.10220788419246674,0.75356824696064,Compose the function body in solve.java based on the function definition and docstring below:,8a9e8d3eac700e574203f83d470264b8932fb215,project_datasets_base,base,,,,
1368,/root/autodl-tmp/datasets/codecontests_java_629.txt,codecontests_java_629.txt,codecontests,java,629,solve.java,Write the function body in solve.java based on the function definition and docstring below:,1f212bfbe9c0105adb0d5bf4094cecf4f43ac384,1073,codecontests,629,178_A1. Educational Game,/root/autodl-tmp/data/CodeContests/data/train-00001-of-00039-e092fe56fda18715.parquet,train,448,True,True,True,False,,,codecontests_java_629.txt,formulate,verb,formulate,1.2487779713410418e-05,29,40,I,0.7959172129631042,785,The,0.09505876153707504,0.7008584514260292,Formulate the function body in solve.java based on the function definition and docstring below:,91b7a7f0dd21216a0c020bd1ed9c102117d5c1fe,project_datasets_base,base,,,,
1369,/root/autodl-tmp/datasets/codecontests_java_63.txt,codecontests_java_63.txt,codecontests,java,63,solve.java,Write the function body in solve.java based on the function definition and docstring below:,ebc2da5d22fb5b2932f9c063b71504c24efea59d,1084,codecontests,63,1059_A. Cashier,/root/autodl-tmp/data/CodeContests/data/train-00001-of-00039-e092fe56fda18715.parquet,train,529,True,True,True,True,,,codecontests_java_63.txt,build,verb,build,7.620552059961483e-05,20,40,I,0.7928853631019592,785,The,0.1073053702712059,0.6855799928307533,Build the function body in solve.java based on the function definition and docstring below:,396bae2cc42ee09e42da7801ea2b9863fb0639ea,project_datasets_base,base,,,,
1370,/root/autodl-tmp/datasets/codecontests_java_64.txt,codecontests_java_64.txt,codecontests,java,64,solve.java,Write the function body in solve.java based on the function definition and docstring below:,5e0bb01b0d5f5a1b791c6088b1e6d94e8db98e89,1047,codecontests,64,746_A. Compote,/root/autodl-tmp/data/CodeContests/data/train-00007-of-00039-05785de21e8b8429.parquet,train,2454,True,True,True,False,,,codecontests_java_64.txt,independently develop,phrase,independently_develop,0.020031025633215904,4,40,I,0.585392415523529,1249,To,0.24402786791324615,0.3413645476102829,Independently develop the function body in solve.java based on the function definition and docstring below:,b39f683319cd01ec877adc3af5b5f2a0f2dc573a,project_datasets_base,base,,,,
1371,/root/autodl-tmp/datasets/codecontests_java_65.txt,codecontests_java_65.txt,codecontests,java,65,solve.java,Write the function body in solve.java based on the function definition and docstring below:,6bc02b1e20dfca359fe2a042d61f13627225d121,1074,codecontests,65,769_A. Year of University Entrance,/root/autodl-tmp/data/CodeContests/data/train-00007-of-00039-05785de21e8b8429.parquet,train,2455,True,True,True,False,,,codecontests_java_65.txt,devise,verb,devise,0.00020455634512472898,11,40,I,0.6909643411636353,785,The,0.2541915774345398,0.43677276372909546,Devise the function body in solve.java based on the function definition and docstring below:,80d009c020b623aefef23f7bb1f4bbbf069b9064,project_datasets_base,base,,,,
1372,/root/autodl-tmp/datasets/codecontests_java_66.txt,codecontests_java_66.txt,codecontests,java,66,solve.java,Write the function body in solve.java based on the function definition and docstring below:,3d2695d2abe92ae4626a6a1cbee81a880bc1ea2d,1070,codecontests,66,984_A. Game,/root/autodl-tmp/data/CodeContests/data/train-00007-of-00039-05785de21e8b8429.parquet,train,2464,True,True,True,False,,,codecontests_java_66.txt,formulate,verb,formulate,0.00028738935361616313,10,40,I,0.5196121335029602,785,The,0.27812832593917847,0.24148380756378174,Formulate the function body in solve.java based on the function definition and docstring below:,f564009b8acbd75357fc0566e77da1fdbfb93bbd,project_datasets_base,base,,,,
1373,/root/autodl-tmp/datasets/codecontests_java_67.txt,codecontests_java_67.txt,codecontests,java,67,solve.java,Write the function body in solve.java based on the function definition and docstring below:,b75004c24af48720e7edd3599b5798b4a977c16a,1048,codecontests,67,1139_A. Even Substrings,/root/autodl-tmp/data/CodeContests/data/train-00007-of-00039-05785de21e8b8429.parquet,train,2513,True,True,True,False,,,codecontests_java_67.txt,independently develop,phrase,independently_develop,0.001260122749954462,6,1249,To,0.5083698034286499,40,I,0.3959188461303711,0.11245095729827881,Independently develop the function body in solve.java based on the function definition and docstring below:,3a6a340567fc0d1ae7faaa974dfffa7195ddc35f,project_datasets_base,base,,,,
1375,/root/autodl-tmp/datasets/codecontests_java_69.txt,codecontests_java_69.txt,codecontests,java,69,solve.java,Write the function body in solve.java based on the function definition and docstring below:,03c61a4eea64cb346471212374097b0aa5a7e532,1069,codecontests,69,1345_A. Puzzle Pieces,/root/autodl-tmp/data/CodeContests/data/train-00007-of-00039-05785de21e8b8429.parquet,train,2628,True,True,True,False,,,codecontests_java_69.txt,supply,verb,supply,1.986628194572404e-05,28,40,I,0.8175145387649536,73594,```,0.1106385663151741,0.7068759724497795,Supply the function body in solve.java based on the function definition and docstring below:,0b3d8c6c844ed75fb7fc21164ed4ce07edd2bc1b,project_datasets_base,base,,,,
1376,/root/autodl-tmp/datasets/codecontests_java_7.txt,codecontests_java_7.txt,codecontests,java,7,solve.java,Write the function body in solve.java based on the function definition and docstring below:,c252329dd997a6e5bcf6f8a7d1d005d3d4f7ae7d,1006,codecontests,7,268_A. Games,/root/autodl-tmp/data/CodeContests/data/train-00000-of-00039-e991a271dbfa9925.parquet,train,139,True,True,True,False,,,codecontests_java_7.txt,properly develop,phrase,properly_develop,0.002408825559541583,6,40,I,0.7568305134773254,785,The,0.14902876317501068,0.6078017503023148,Properly develop the function body in solve.java based on the function definition and docstring below:,757ad44c02c82d0bf016922db92c142d5c87cf3c,project_datasets_base,base,,,,
1377,/root/autodl-tmp/datasets/codecontests_java_70.txt,codecontests_java_70.txt,codecontests,java,70,solve.java,Write the function body in solve.java based on the function definition and docstring below:,086a5348eefdad2bc9bb72f0c8a286fd39475625,1040,codecontests,70,677_A. Vanya and Fence,/root/autodl-tmp/data/CodeContests/data/train-00007-of-00039-05785de21e8b8429.parquet,train,2659,True,True,True,False,,,codecontests_java_70.txt,craft,verb,craft,0.0002853144542314112,12,40,I,0.8505103588104248,785,The,0.061610765755176544,0.7888995930552483,Craft the function body in solve.java based on the function definition and docstring below:,9a37ee5f9cfde8f682f59afbe9b4316983fdd212,project_datasets_base,base,,,,
1379,/root/autodl-tmp/datasets/codecontests_java_72.txt,codecontests_java_72.txt,codecontests,java,72,solve.java,Write the function body in solve.java based on the function definition and docstring below:,2747dccdbe3966e7c0f45aa1a2cbf2fa1ec5dd8c,1031,codecontests,72,1102_A. Integer Sequence Dividing,/root/autodl-tmp/data/CodeContests/data/train-00007-of-00039-05785de21e8b8429.parquet,train,2720,True,True,True,False,,,codecontests_java_72.txt,compose,verb,compose,0.0011232439428567886,6,40,I,0.5818547606468201,1249,To,0.21405240893363953,0.36780235171318054,Compose the function body in solve.java based on the function definition and docstring below:,7513621b5d1c174edb3826cec2b960f6efaed13b,project_datasets_base,base,,,,
1380,/root/autodl-tmp/datasets/codecontests_java_73.txt,codecontests_java_73.txt,codecontests,java,73,solve.java,Write the function body in solve.java based on the function definition and docstring below:,ab9245b56fda2c74575fbaf8a9fa02141a6e9673,1055,codecontests,73,1130_A. Be Positive,/root/autodl-tmp/data/CodeContests/data/train-00007-of-00039-05785de21e8b8429.parquet,train,2721,True,True,True,False,,,codecontests_java_73.txt,formulate,verb,formulate,4.776427431352204e-06,30,40,I,0.777386486530304,785,The,0.13508951663970947,0.6422969698905945,Formulate the function body in solve.java based on the function definition and docstring below:,c03e842fcf137dcfe107d49c013dbe27f0be1b3d,project_datasets_base,base,,,,
1381,/root/autodl-tmp/datasets/codecontests_java_74.txt,codecontests_java_74.txt,codecontests,java,74,solve.java,Write the function body in solve.java based on the function definition and docstring below:,aef6e39d8a05fb4bde3be4f830373f4fa56f0e0b,1099,codecontests,74,1399_A. Remove Smallest,/root/autodl-tmp/data/CodeContests/data/train-00007-of-00039-05785de21e8b8429.parquet,train,2734,True,True,True,False,,,codecontests_java_74.txt,supply,verb,supply,9.746778960106894e-05,16,40,I,0.8407266736030579,73594,```,0.11377999186515808,0.7269466817378998,Supply the function body in solve.java based on the function definition and docstring below:,ab2471f36cc6ce68f64555156850de5b5e9345a8,project_datasets_base,base,,,,
1382,/root/autodl-tmp/datasets/codecontests_java_75.txt,codecontests_java_75.txt,codecontests,java,75,solve.java,Write the function body in solve.java based on the function definition and docstring below:,294f84b6eb211ee62db9a81ca301fd5673ddc9ed,1065,codecontests,75,427_A. Police Recruits,/root/autodl-tmp/data/CodeContests/data/train-00008-of-00039-7246e6b7423b404f.parquet,train,2752,True,True,True,False,,,codecontests_java_75.txt,build,verb,build,3.5523435144568793e-06,35,40,I,0.8412191867828369,785,The,0.07824557274580002,0.7629736140370369,Build the function body in solve.java based on the function definition and docstring below:,dd4b7e3d34505dc29a1cd2f03c63564f7e4254be,project_datasets_base,base,,,,
1383,/root/autodl-tmp/datasets/codecontests_java_76.txt,codecontests_java_76.txt,codecontests,java,76,solve.java,Write the function body in solve.java based on the function definition and docstring below:,a5c56563bfb0ddd6088c6ac903aabe32e80787e9,978,codecontests,76,822_A. I'm bored with life,/root/autodl-tmp/data/CodeContests/data/train-00008-of-00039-7246e6b7423b404f.parquet,train,2769,True,True,True,False,,,codecontests_java_76.txt,craft,verb,craft,0.014823519624769688,5,40,I,0.8093367218971252,1249,To,0.08530346304178238,0.7240332588553429,Craft the function body in solve.java based on the function definition and docstring below:,f6231931d2d5f576c4bf245b847b72de5d95d4f9,project_datasets_base,base,,,,
1384,/root/autodl-tmp/datasets/codecontests_java_77.txt,codecontests_java_77.txt,codecontests,java,77,solve.java,Write the function body in solve.java based on the function definition and docstring below:,1a011a571449b35a1d3640fb1a6059c24ad395bf,1142,codecontests,77,1385_A. Three Pairwise Maximums,/root/autodl-tmp/data/CodeContests/data/train-00008-of-00039-7246e6b7423b404f.parquet,train,2838,True,True,True,False,,,codecontests_java_77.txt,compose,verb,compose,0.0002156140690203756,11,40,I,0.7752882242202759,1249,To,0.09259497374296188,0.682693250477314,Compose the function body in solve.java based on the function definition and docstring below:,f35390c3dbebf28d1fc7500bfe8ac80f3fe749ec,project_datasets_base,base,,,,
1386,/root/autodl-tmp/datasets/codecontests_java_79.txt,codecontests_java_79.txt,codecontests,java,79,solve.java,Write the function body in solve.java based on the function definition and docstring below:,d9b8e450176a764490258dd8709dbb1125c89a2e,1066,codecontests,79,1371_A. Magical Sticks,/root/autodl-tmp/data/CodeContests/data/train-00008-of-00039-7246e6b7423b404f.parquet,train,2942,True,True,True,False,,,codecontests_java_79.txt,supply,verb,supply,8.88600989128463e-05,16,40,I,0.815913200378418,785,The,0.09744693338871002,0.718466266989708,Supply the function body in solve.java based on the function definition and docstring below:,412624aa1f076626c26656e3b85dca6a8af17525,project_datasets_base,base,,,,
1388,/root/autodl-tmp/datasets/codecontests_java_80.txt,codecontests_java_80.txt,codecontests,java,80,solve.java,Write the function body in solve.java based on the function definition and docstring below:,041bfc43f4cb8684a7653e242eebc995dfeede26,1072,codecontests,80,1421_A. XORwice,/root/autodl-tmp/data/CodeContests/data/train-00008-of-00039-7246e6b7423b404f.parquet,train,3048,True,True,True,False,,,codecontests_java_80.txt,supply,verb,supply,0.00011224637273699045,16,40,I,0.8026678562164307,1249,To,0.06588698923587799,0.7367808669805527,Supply the function body in solve.java based on the function definition and docstring below:,00dd63bab1a9eaceb952721838fd16ed0de2ff6e,project_datasets_base,base,,,,
1389,/root/autodl-tmp/datasets/codecontests_java_81.txt,codecontests_java_81.txt,codecontests,java,81,solve.java,Write the function body in solve.java based on the function definition and docstring below:,ee1932089d74c6614e074c0f385f0a7cc9f0b054,1070,codecontests,81,938_A. Word Correction,/root/autodl-tmp/data/CodeContests/data/train-00009-of-00039-b8c920f6629b57b2.parquet,train,3087,True,True,True,False,,,codecontests_java_81.txt,manually develop,phrase,manually_develop,0.028275929391384125,4,40,I,0.8263437747955322,785,The,0.06783042848110199,0.7585133463144302,Manually develop the function body in solve.java based on the function definition and docstring below:,4dcfae8ac5a682fdba53fc88dd4d1d6a9be5473c,project_datasets_base,base,,,,
1390,/root/autodl-tmp/datasets/codecontests_java_82.txt,codecontests_java_82.txt,codecontests,java,82,solve.java,Write the function body in solve.java based on the function definition and docstring below:,5afd5558055fdddf2022ea5a9dc8ab2288ce91dc,1038,codecontests,82,791_A. Bear and Big Brother,/root/autodl-tmp/data/CodeContests/data/train-00009-of-00039-b8c920f6629b57b2.parquet,train,3185,True,True,True,False,,,codecontests_java_82.txt,formulate,verb,formulate,0.0003201934741809964,10,40,I,0.6560061573982239,785,The,0.21297402679920197,0.4430321305990219,Formulate the function body in solve.java based on the function definition and docstring below:,6856340e9b6319b592a9bf7d1f6b13366bd9ddf9,project_datasets_base,base,,,,
1391,/root/autodl-tmp/datasets/codecontests_java_83.txt,codecontests_java_83.txt,codecontests,java,83,solve.java,Write the function body in solve.java based on the function definition and docstring below:,d69fc84406d9871a6b491e2c2442f5bdd9598349,1056,codecontests,83,1372_A. Omkar and Completion,/root/autodl-tmp/data/CodeContests/data/train-00009-of-00039-b8c920f6629b57b2.parquet,train,3358,True,True,True,False,,,codecontests_java_83.txt,devise,verb,devise,0.00039524593739770353,10,40,I,0.9175921082496643,785,The,0.04031618312001228,0.877275925129652,Devise the function body in solve.java based on the function definition and docstring below:,1443553aff7f1132394fd53fb6366aefe837de3f,project_datasets_base,base,,,,
1392,/root/autodl-tmp/datasets/codecontests_java_84.txt,codecontests_java_84.txt,codecontests,java,84,solve.java,Write the function body in solve.java based on the function definition and docstring below:,f9cf8e088f2b8337dd4bbb1e567430e6aaf6ed39,1081,codecontests,84,1462_A. Favorite Sequence,/root/autodl-tmp/data/CodeContests/data/train-00009-of-00039-b8c920f6629b57b2.parquet,train,3362,True,True,True,False,,,codecontests_java_84.txt,author,verb,author,0.0019924629013985395,7,40,I,0.7093659043312073,785,The,0.13968242704868317,0.5696834772825241,Author the function body in solve.java based on the function definition and docstring below:,ef9854391ff91c5ddeac9eebc2cb1e5ee7f91694,project_datasets_base,base,,,,
1393,/root/autodl-tmp/datasets/codecontests_java_85.txt,codecontests_java_85.txt,codecontests,java,85,solve.java,Write the function body in solve.java based on the function definition and docstring below:,78d4bba7227aa98bb94da2aa0e021d5427ad93c3,1067,codecontests,85,469_A. I Wanna Be the Guy,/root/autodl-tmp/data/CodeContests/data/train-00009-of-00039-b8c920f6629b57b2.parquet,train,3379,True,True,True,False,,,codecontests_java_85.txt,craft,verb,craft,0.003097639651969075,7,40,I,0.858889639377594,785,The,0.06221775338053703,0.796671885997057,Craft the function body in solve.java based on the function definition and docstring below:,5e4f5aa4897e0e0852fc9e3ea3b8851e84e15f54,project_datasets_base,base,,,,
1394,/root/autodl-tmp/datasets/codecontests_java_86.txt,codecontests_java_86.txt,codecontests,java,86,solve.java,Write the function body in solve.java based on the function definition and docstring below:,4b200b1f57dec6591fa7ceb8a830acfed98e7fc3,1053,codecontests,86,707_A. Brain's Photos,/root/autodl-tmp/data/CodeContests/data/train-00009-of-00039-b8c920f6629b57b2.parquet,train,3389,True,True,True,False,,,codecontests_java_86.txt,build,verb,build,0.0019328822381794453,8,40,I,0.7797803282737732,785,The,0.15354785323143005,0.6262324750423431,Build the function body in solve.java based on the function definition and docstring below:,4c305e3f5c0fc59efc7688de8b2da0c97aa2ac05,project_datasets_base,base,,,,
1395,/root/autodl-tmp/datasets/codecontests_java_87.txt,codecontests_java_87.txt,codecontests,java,87,solve.java,Write the function body in solve.java based on the function definition and docstring below:,ac7d088a20f2aa0ff0fa481b662dee621f14e52d,1050,codecontests,87,1104_A. Splitting into digits,/root/autodl-tmp/data/CodeContests/data/train-00010-of-00039-6de28ba20654f69b.parquet,train,3449,True,True,True,False,,,codecontests_java_87.txt,supply,verb,supply,0.00023772212443873286,11,40,I,0.8029940128326416,785,The,0.15811890363693237,0.6448751091957092,Supply the function body in solve.java based on the function definition and docstring below:,85f3b21f4175f5f2da832b2c826b03c095bc7ebf,project_datasets_base,base,,,,
1396,/root/autodl-tmp/datasets/codecontests_java_88.txt,codecontests_java_88.txt,codecontests,java,88,solve.java,Write the function body in solve.java based on the function definition and docstring below:,42ba3f866098314da841553a9de5e8bce705074f,1166,codecontests,88,1337_A. Ichihime and Triangle,/root/autodl-tmp/data/CodeContests/data/train-00010-of-00039-6de28ba20654f69b.parquet,train,3460,True,True,True,False,,,codecontests_java_88.txt,formulate,verb,formulate,5.9634639910655096e-05,22,40,I,0.79670250415802,785,The,0.10782195627689362,0.6888805478811264,Formulate the function body in solve.java based on the function definition and docstring below:,b6d49fe718936c7ccd9117650fb6a52d778801d2,project_datasets_base,base,,,,
1397,/root/autodl-tmp/datasets/codecontests_java_89.txt,codecontests_java_89.txt,codecontests,java,89,solve.java,Write the function body in solve.java based on the function definition and docstring below:,7b8cc878d6a11105638315e97cfaa8e690ad172a,1053,codecontests,89,897_A. Scarborough Fair,/root/autodl-tmp/data/CodeContests/data/train-00010-of-00039-6de28ba20654f69b.parquet,train,3501,True,True,True,False,,,codecontests_java_89.txt,design,verb,design,0.00011952233762713149,14,40,I,0.8546979427337646,785,The,0.07949928939342499,0.7751986533403397,Design the function body in solve.java based on the function definition and docstring below:,119f70ce1e1bdc6fbc99b3a1e17d5e75df5b36b7,project_datasets_base,base,,,,
1398,/root/autodl-tmp/datasets/codecontests_java_9.txt,codecontests_java_9.txt,codecontests,java,9,solve.java,Write the function body in solve.java based on the function definition and docstring below:,e6a9f9b65da280a80a2672ad1d0b8956ac0a9f7b,1050,codecontests,9,1189_A. Keanu Reeves,/root/autodl-tmp/data/CodeContests/data/train-00000-of-00039-e991a271dbfa9925.parquet,train,222,True,True,True,False,,,codecontests_java_9.txt,design,verb,design,0.00014746827946510166,12,40,I,0.7247725129127502,785,The,0.23529917001724243,0.4894733428955078,Design the function body in solve.java based on the function definition and docstring below:,bd7319111caa4829e9a19e3bedf010e9e7708043,project_datasets_base,base,,,,
1399,/root/autodl-tmp/datasets/codecontests_java_90.txt,codecontests_java_90.txt,codecontests,java,90,solve.java,Write the function body in solve.java based on the function definition and docstring below:,71a7db21990d6ea5c539a141c73d7bb5bec21ec1,1095,codecontests,90,686_A. Free Ice Cream,/root/autodl-tmp/data/CodeContests/data/train-00010-of-00039-6de28ba20654f69b.parquet,train,3596,True,True,True,False,,,codecontests_java_90.txt,devise,verb,devise,0.0007470552809536457,9,40,I,0.9283269047737122,785,The,0.02473907358944416,0.903587831184268,Devise the function body in solve.java based on the function definition and docstring below:,67f66006669c08e4fdac37f49030837cb13b8aa2,project_datasets_base,base,,,,
1400,/root/autodl-tmp/datasets/codecontests_java_91.txt,codecontests_java_91.txt,codecontests,java,91,solve.java,Write the function body in solve.java based on the function definition and docstring below:,bab9f8671aa0870f7c25b5c7786bb635f5ef012e,1059,codecontests,91,38_A. Army,/root/autodl-tmp/data/CodeContests/data/train-00010-of-00039-6de28ba20654f69b.parquet,train,3688,True,True,True,False,,,codecontests_java_91.txt,supply,verb,supply,0.000382838596124202,12,40,I,0.4757336974143982,785,The,0.41983354091644287,0.05590015649795532,Supply the function body in solve.java based on the function definition and docstring below:,c76ff4340b1404f345af52828eb507a92a26243b,project_datasets_base,base,,,,
1401,/root/autodl-tmp/datasets/codecontests_java_92.txt,codecontests_java_92.txt,codecontests,java,92,solve.java,Write the function body in solve.java based on the function definition and docstring below:,bf09335c47dae97a484af0780b322fccd93cfd4c,1015,codecontests,92,80_A. Panoramix's Prediction,/root/autodl-tmp/data/CodeContests/data/train-00010-of-00039-6de28ba20654f69b.parquet,train,3706,True,True,True,False,,,codecontests_java_92.txt,manually develop,phrase,manually_develop,0.02998880110681057,3,40,I,0.8764011859893799,785,The,0.06348629295825958,0.8129148930311203,Manually develop the function body in solve.java based on the function definition and docstring below:,66f8671ca1758fa5aee3ced131318fd58ce7d474,project_datasets_base,base,,,,
1402,/root/autodl-tmp/datasets/codecontests_java_93.txt,codecontests_java_93.txt,codecontests,java,93,solve.java,Write the function body in solve.java based on the function definition and docstring below:,2da910742332a1c71c30920e69f5ea9ab6c0f1c0,1035,codecontests,93,1154_A. Restoring Three Numbers,/root/autodl-tmp/data/CodeContests/data/train-00011-of-00039-5de236be5188959d.parquet,train,3764,True,True,True,False,,,codecontests_java_93.txt,build,verb,build,0.00029937963699921966,12,40,I,0.7875738739967346,785,The,0.12077835947275162,0.666795514523983,Build the function body in solve.java based on the function definition and docstring below:,45d994796dacee5a18e4c4c8c196ffa6e71c58e4,project_datasets_base,base,,,,
1403,/root/autodl-tmp/datasets/codecontests_java_94.txt,codecontests_java_94.txt,codecontests,java,94,solve.java,Write the function body in solve.java based on the function definition and docstring below:,e88962ac6573fc34abe974a02ecd12e4461cbdef,1068,codecontests,94,1234_A. Equalize Prices Again,/root/autodl-tmp/data/CodeContests/data/train-00011-of-00039-5de236be5188959d.parquet,train,3768,True,True,True,False,,,codecontests_java_94.txt,build,verb,build,1.6637045519019011e-07,106,40,I,0.8966866731643677,785,The,0.04464339837431908,0.8520432747900486,Build the function body in solve.java based on the function definition and docstring below:,84fd8887654766b547680d92f596e1ff5b77d433,project_datasets_base,base,,,,
1404,/root/autodl-tmp/datasets/codecontests_java_95.txt,codecontests_java_95.txt,codecontests,java,95,solve.java,Write the function body in solve.java based on the function definition and docstring below:,b210b02bfc3bac0fa9b61a4c33d23c019f34f423,1056,codecontests,95,1519_B. The Cake Is a Lie,/root/autodl-tmp/data/CodeContests/data/train-00011-of-00039-5de236be5188959d.parquet,train,3781,True,True,True,False,,,codecontests_java_95.txt,craft,verb,craft,0.0020040799863636494,8,40,I,0.9161546230316162,785,The,0.03552316874265671,0.8806314542889595,Craft the function body in solve.java based on the function definition and docstring below:,a79a7c741167d03b2ce7d4eca5db5148a2602a4c,project_datasets_base,base,,,,
1405,/root/autodl-tmp/datasets/codecontests_java_96.txt,codecontests_java_96.txt,codecontests,java,96,solve.java,Write the function body in solve.java based on the function definition and docstring below:,5bcc589b4d39d488208c4ea1b88dbca4c77b344e,1040,codecontests,96,266_B. Queue at the School,/root/autodl-tmp/data/CodeContests/data/train-00011-of-00039-5de236be5188959d.parquet,train,3787,True,True,True,False,,,codecontests_java_96.txt,carefully implement,phrase,carefully_implement,0.013752465136349201,4,40,I,0.6626308560371399,785,The,0.1898469179868698,0.4727839380502701,Carefully implement the function body in solve.java based on the function definition and docstring below:,67ca1611f48b3674e0eee921f44a34cef1b91fca,project_datasets_base,base,,,,
1407,/root/autodl-tmp/datasets/codecontests_java_98.txt,codecontests_java_98.txt,codecontests,java,98,solve.java,Write the function body in solve.java based on the function definition and docstring below:,c4819c0de4ab37a96a5d534dfe79b19632a0cf24,1078,codecontests,98,976_A. Minimum Binary Number,/root/autodl-tmp/data/CodeContests/data/train-00011-of-00039-5de236be5188959d.parquet,train,3817,True,True,True,False,,,codecontests_java_98.txt,devise,verb,devise,0.0005217883153818548,8,40,I,0.832561194896698,785,The,0.07744025439023972,0.7551209405064583,Devise the function body in solve.java based on the function definition and docstring below:,e8909b62d23bc8bdcaed8116a30b9a5ebbd18a59,project_datasets_base,base,,,,
1408,/root/autodl-tmp/datasets/codecontests_java_99.txt,codecontests_java_99.txt,codecontests,java,99,solve.java,Write the function body in solve.java based on the function definition and docstring below:,c8d4080b8366afd0a1a43f0950e72c20322e7263,1061,codecontests,99,1529_A. Eshag Loves Big Arrays,/root/autodl-tmp/data/CodeContests/data/train-00011-of-00039-5de236be5188959d.parquet,train,3886,True,True,True,False,,,codecontests_java_99.txt,compose,verb,compose,0.0007581079844385386,9,40,I,0.8313663005828857,785,The,0.11251319944858551,0.7188531011343002,Compose the function body in solve.java based on the function definition and docstring below:,b79ea8f2f3c9bd6b9944ecad3bd6f1542c9a5a8b,project_datasets_base,base,,,,
